(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
2021-05-04:15,보통,46,보통,28,좋음,0.008,보통,0.049,좋음,0.6,좋음,0.003
2021-05-04:14,보통,39,보통,23,좋음,0.011,보통,0.049,좋음,0.6,좋음,0.003
2021-05-04:13,보통,40,보통,24,좋음,0.013,보통,0.045,좋음,0.6,좋음,0.003
2021-05-04:12,보통,33,보통,19,좋음,0.011,보통,0.046,좋음,0.6,좋음,0.003
2021-05-04:11,보통,39,보통,21,좋음,0.008,보통,0.05,좋음,0.6,좋음,0.002
2021-05-04:10,보통,34,보통,17,좋음,0.007,보통,0.05,좋음,0.5,좋음,0.003
2021-05-04:09,좋음,30,좋음,15,좋음,0.006,보통,0.052,좋음,0.6,좋음,0.003
2021-05-04:08,좋음,24,좋음,13,좋음,0.01,보통,0.046,좋음,0.5,좋음,0.003
2021-05-04:07,좋음,23,보통,17,좋음,0.015,보통,0.037,좋음,0.5,좋음,0.003
2021-05-04:06,좋음,26,좋음,15,좋음,0.013,보통,0.037,좋음,0.4,좋음,0.003
2021-05-04:05,좋음,26,좋음,14,좋음,0.013,보통,0.036,좋음,0.5,좋음,0.003
2021-05-04:04,좋음,19,좋음,11,좋음,0.017,보통,0.033,좋음,0.5,좋음,0.003
2021-05-04:03,좋음,19,좋음,11,좋음,0.024,좋음,0.026,좋음,0.4,좋음,0.003
2021-05-04:02,좋음,18,좋음,10,좋음,0.025,좋음,0.028,좋음,0.4,좋음,0.003
2021-05-04:01,좋음,22,좋음,12,보통,0.031,좋음,0.026,좋음,0.4,좋음,0.004
2021-05-03:24,보통,31,보통,17,좋음,0.028,보통,0.033,좋음,0.4,좋음,0.003
2021-05-03:23,보통,35,보통,18,보통,0.031,보통,0.032,좋음,0.4,좋음,0.003
2021-05-03:22,보통,31,보통,17,보통,0.032,보통,0.032,좋음,0.4,좋음,0.004
2021-05-03:21,보통,32,좋음,15,보통,0.032,보통,0.035,좋음,0.4,좋음,0.003
2021-05-03:20,좋음,28,좋음,14,보통,0.039,좋음,0.03,좋음,0.4,좋음,0.002
2021-05-03:19,보통,31,보통,18,보통,0.046,좋음,0.023,좋음,0.4,좋음,0.003
2021-05-03:18,보통,32,보통,18,보통,0.055,좋음,0.021,좋음,0.3,좋음,0.004
2021-05-03:17,보통,34,보통,18,보통,0.06,좋음,0.019,좋음,0.3,좋음,0.004
2021-05-03:16,보통,63,보통,17,보통,0.065,좋음,0.021,좋음,0.3,좋음,0.004
2021-05-03:15,보통,50,보통,19,보통,0.058,좋음,0.017,좋음,0.4,좋음,0.003
2021-05-03:14,보통,38,보통,21,보통,0.059,좋음,0.016,좋음,0.4,좋음,0.003
2021-05-03:13,보통,42,보통,23,보통,0.052,좋음,0.019,좋음,0.4,좋음,0.003
2021-05-03:12,보통,42,보통,22,보통,0.042,좋음,0.023,좋음,0.4,좋음,0.003
2021-05-03:11,보통,50,보통,26,보통,0.035,보통,0.031,좋음,0.5,좋음,0.002
2021-05-03:10,보통,46,보통,23,좋음,0.03,보통,0.036,좋음,0.5,좋음,0.003
2021-05-03:09,보통,46,보통,25,좋음,0.024,보통,0.037,좋음,0.5,좋음,0.003
2021-05-03:08,보통,38,보통,22,좋음,0.019,보통,0.035,좋음,0.5,좋음,0.002
2021-05-03:07,보통,36,보통,22,좋음,0.028,좋음,0.023,좋음,0.4,좋음,0.002
2021-05-03:06,보통,35,보통,21,보통,0.031,좋음,0.017,좋음,0.4,좋음,0.003
2021-05-03:05,보통,38,보통,24,보통,0.032,좋음,0.016,좋음,0.4,좋음,0.002
2021-05-03:04,보통,34,보통,20,좋음,0.021,좋음,0.023,좋음,0.4,좋음,0.002
2021-05-03:03,보통,37,보통,23,좋음,0.026,좋음,0.019,좋음,0.4,좋음,0.002
2021-05-03:02,보통,34,보통,20,보통,0.031,좋음,0.018,좋음,0.4,좋음,0.002
2021-05-03:01,좋음,30,보통,17,보통,0.031,좋음,0.019,좋음,0.4,좋음,0.002
2021-05-02:24,좋음,25,좋음,13,좋음,0.03,좋음,0.023,좋음,0.4,좋음,0.003
2021-05-02:23,좋음,28,좋음,13,보통,0.031,좋음,0.024,좋음,0.4,좋음,0.002
2021-05-02:22,좋음,28,좋음,14,보통,0.031,좋음,0.024,좋음,0.4,좋음,0.002
2021-05-02:21,좋음,25,좋음,13,보통,0.035,좋음,0.021,좋음,0.4,좋음,0.003
2021-05-02:20,좋음,23,좋음,11,보통,0.04,좋음,0.017,좋음,0.3,좋음,0.002
2021-05-02:19,좋음,22,좋음,11,보통,0.044,좋음,0.013,좋음,0.3,좋음,0.002
2021-05-02:18,좋음,23,좋음,11,보통,0.048,좋음,0.008,좋음,0.3,좋음,0.002
2021-05-02:17,좋음,28,좋음,13,보통,0.049,좋음,0.009,좋음,0.3,좋음,0.002
2021-05-02:16,좋음,25,좋음,10,보통,0.05,좋음,0.007,좋음,0.3,좋음,0.002
2021-05-02:15,좋음,22,좋음,9,보통,0.05,좋음,0.007,좋음,0.3,좋음,0.002
2021-05-02:14,좋음,22,좋음,9,보통,0.05,좋음,0.006,좋음,0.3,좋음,0.002
2021-05-02:13,좋음,23,좋음,9,보통,0.048,좋음,0.007,좋음,0.3,좋음,0.002
2021-05-02:12,좋음,19,좋음,7,보통,0.045,좋음,0.007,좋음,0.3,좋음,0.002
2021-05-02:11,좋음,20,좋음,9,보통,0.042,좋음,0.007,좋음,0.3,좋음,0.002
2021-05-02:10,좋음,7,좋음,1,보통,0.037,좋음,0.009,좋음,0.3,좋음,0.002
2021-05-02:09,좋음,6,좋음,4,보통,0.035,좋음,0.01,좋음,0.3,좋음,0.002
2021-05-02:08,좋음,4,좋음,2,보통,0.033,좋음,0.011,좋음,0.3,좋음,0.002
2021-05-02:07,좋음,6,좋음,2,보통,0.034,좋음,0.009,좋음,0.3,좋음,0.002
2021-05-02:06,좋음,4,좋음,3,보통,0.039,좋음,0.006,좋음,0.3,좋음,0.002
2021-05-02:05,좋음,6,좋음,4,보통,0.04,좋음,0.005,좋음,0.3,좋음,0.002
2021-05-02:04,좋음,3,좋음,3,보통,0.04,좋음,0.005,좋음,0.3,좋음,0.002
2021-05-02:03,좋음,5,좋음,2,보통,0.04,좋음,0.005,좋음,0.3,좋음,0.002
2021-05-02:02,좋음,3,좋음,2,보통,0.039,좋음,0.006,좋음,0.3,좋음,0.002
2021-05-02:01,좋음,6,좋음,4,보통,0.041,좋음,0.007,좋음,0.3,좋음,0.002
2021-05-01:24,좋음,5,좋음,3,보통,0.035,좋음,0.009,좋음,0.3,좋음,0.002
2021-05-01:23,좋음,10,좋음,6,보통,0.033,좋음,0.011,좋음,0.4,좋음,0.002
2021-05-01:22,좋음,11,좋음,7,보통,0.032,좋음,0.013,좋음,0.4,좋음,0.002
2021-05-01:21,좋음,14,좋음,6,보통,0.035,좋음,0.01,좋음,0.3,좋음,0.002
2021-05-01:20,좋음,12,좋음,6,보통,0.037,좋음,0.011,좋음,0.3,좋음,0.002
2021-05-01:19,좋음,16,좋음,5,보통,0.037,좋음,0.011,좋음,0.3,좋음,0.002
2021-05-01:18,좋음,11,좋음,5,보통,0.04,좋음,0.009,좋음,0.3,좋음,0.002
2021-05-01:17,좋음,15,좋음,8,보통,0.04,좋음,0.01,좋음,0.4,좋음,0.002
2021-05-01:16,좋음,19,좋음,11,보통,0.041,좋음,0.01,좋음,0.3,좋음,0.002
2021-05-01:15,보통,39,보통,17,보통,0.044,좋음,0.011,좋음,0.3,좋음,0.002
2021-05-01:14,보통,34,좋음,14,보통,0.048,좋음,0.008,좋음,0.3,좋음,0.002
2021-05-01:13,보통,32,좋음,14,보통,0.045,좋음,0.01,좋음,0.3,좋음,0.002
2021-05-01:12,좋음,29,좋음,9,보통,0.043,좋음,0.009,좋음,0.3,좋음,0.003
2021-05-01:11,,,,,,,,,,,,
2021-05-01:10,좋음,23,좋음,11,보통,0.038,좋음,0.011,좋음,0.3,좋음,0.003
2021-05-01:09,좋음,29,보통,16,보통,0.034,좋음,0.014,좋음,0.4,좋음,0.002
2021-05-01:08,보통,32,보통,17,보통,0.032,좋음,0.013,좋음,0.4,좋음,0.002
2021-05-01:07,보통,41,보통,22,좋음,0.027,좋음,0.016,좋음,0.4,좋음,0.002
2021-05-01:06,보통,45,보통,27,좋음,0.027,좋음,0.016,좋음,0.4,좋음,0.003
2021-05-01:05,보통,52,보통,33,좋음,0.027,좋음,0.017,좋음,0.5,좋음,0.003
2021-05-01:04,보통,47,보통,28,보통,0.032,좋음,0.015,좋음,0.6,좋음,0.004
2021-05-01:03,보통,37,보통,21,보통,0.037,좋음,0.014,좋음,0.5,좋음,0.003
2021-05-01:02,보통,34,보통,17,좋음,0.03,좋음,0.023,좋음,0.5,좋음,0.002
2021-05-01:01,보통,35,보통,16,보통,0.035,좋음,0.019,좋음,0.4,좋음,0.002
2021-04-30:24,보통,31,좋음,14,보통,0.038,좋음,0.018,좋음,0.4,좋음,0.003
2021-04-30:23,보통,39,보통,20,보통,0.034,좋음,0.025,좋음,0.4,좋음,0.002
2021-04-30:22,보통,78,보통,33,보통,0.035,좋음,0.024,좋음,0.5,좋음,0.002
2021-04-30:21,나쁨,94,나쁨,40,보통,0.033,좋음,0.027,좋음,0.5,좋음,0.002
2021-04-30:20,나쁨,84,나쁨,38,보통,0.037,좋음,0.024,좋음,0.5,좋음,0.002
2021-04-30:19,나쁨,81,보통,34,보통,0.04,좋음,0.021,좋음,0.5,좋음,0.002
2021-04-30:18,보통,72,보통,28,보통,0.045,좋음,0.021,좋음,0.4,좋음,0.002
2021-04-30:17,보통,71,보통,28,보통,0.047,좋음,0.021,좋음,0.4,좋음,0.003
2021-04-30:16,보통,53,보통,23,보통,0.044,좋음,0.023,좋음,0.5,좋음,0.002
2021-04-30:15,보통,33,보통,17,보통,0.039,좋음,0.026,좋음,0.5,좋음,0.002
2021-04-30:14,좋음,12,좋음,6,보통,0.039,좋음,0.029,좋음,0.4,좋음,0.002
2021-04-30:13,,,,,,,,,,,,
2021-04-30:12,좋음,19,좋음,11,보통,0.036,좋음,0.028,좋음,0.4,좋음,0.002
2021-04-30:11,좋음,19,좋음,8,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-30:10,좋음,12,좋음,7,보통,0.035,좋음,0.025,좋음,0.4,좋음,0.002
2021-04-30:09,좋음,17,좋음,8,보통,0.039,좋음,0.02,좋음,0.4,좋음,0.003
2021-04-30:08,좋음,12,좋음,7,보통,0.043,좋음,0.016,좋음,0.4,좋음,0.002
2021-04-30:07,좋음,12,좋음,8,보통,0.048,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-30:06,좋음,11,좋음,7,보통,0.051,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-30:05,좋음,12,좋음,10,보통,0.054,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-30:04,좋음,17,좋음,10,보통,0.054,좋음,0.006,좋음,0.3,좋음,0.002
2021-04-30:03,좋음,27,좋음,12,보통,0.054,좋음,0.006,좋음,0.3,좋음,0.002
2021-04-30:02,좋음,28,좋음,13,보통,0.047,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-30:01,보통,39,보통,17,보통,0.046,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-29:24,보통,51,보통,21,보통,0.046,좋음,0.016,좋음,0.4,좋음,0.002
2021-04-29:23,보통,76,보통,24,보통,0.045,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-29:22,나쁨,84,보통,27,보통,0.042,좋음,0.029,좋음,0.4,좋음,0.003
2021-04-29:21,나쁨,92,보통,30,보통,0.043,보통,0.034,좋음,0.5,좋음,0.003
2021-04-29:20,나쁨,87,보통,26,보통,0.056,좋음,0.026,좋음,0.4,좋음,0.003
2021-04-29:19,나쁨,85,보통,29,보통,0.051,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-29:18,나쁨,81,보통,24,보통,0.057,좋음,0.017,좋음,0.4,좋음,0.003
2021-04-29:17,나쁨,88,보통,26,보통,0.052,좋음,0.022,좋음,0.4,좋음,0.002
2021-04-29:16,나쁨,83,보통,21,보통,0.055,좋음,0.016,좋음,0.4,좋음,0.002
2021-04-29:15,나쁨,88,보통,23,보통,0.055,좋음,0.012,좋음,0.4,좋음,0.003
2021-04-29:14,나쁨,81,보통,21,보통,0.051,좋음,0.012,좋음,0.3,좋음,0.003
2021-04-29:13,나쁨,83,보통,19,보통,0.047,좋음,0.015,좋음,0.4,좋음,0.002
2021-04-29:12,나쁨,82,보통,19,보통,0.049,좋음,0.013,좋음,0.3,좋음,0.003
2021-04-29:11,보통,79,보통,20,보통,0.041,좋음,0.022,좋음,0.4,좋음,0.002
2021-04-29:10,보통,66,보통,20,좋음,0.018,보통,0.04,좋음,0.5,좋음,0.003
2021-04-29:09,보통,65,보통,19,좋음,0.005,보통,0.049,좋음,0.6,좋음,0.003
2021-04-29:08,보통,55,보통,19,좋음,0.007,보통,0.045,좋음,0.6,좋음,0.003
2021-04-29:07,보통,51,보통,19,좋음,0.005,보통,0.045,좋음,0.6,좋음,0.003
2021-04-29:06,보통,50,보통,19,좋음,0.005,보통,0.041,좋음,0.5,좋음,0.003
2021-04-29:05,보통,56,보통,19,좋음,0.004,보통,0.044,좋음,0.5,좋음,0.003
2021-04-29:04,보통,60,보통,21,좋음,0.004,보통,0.047,좋음,0.6,좋음,0.003
2021-04-29:03,보통,68,보통,25,좋음,0.005,보통,0.046,좋음,0.5,좋음,0.003
2021-04-29:02,보통,69,보통,23,좋음,0.008,보통,0.047,좋음,0.6,좋음,0.004
2021-04-29:01,보통,61,보통,23,좋음,0.004,보통,0.058,좋음,0.6,좋음,0.003
2021-04-28:24,보통,61,보통,23,좋음,0.003,나쁨,0.061,좋음,0.6,좋음,0.003
2021-04-28:23,보통,53,보통,20,좋음,0.005,보통,0.059,좋음,0.6,좋음,0.003
2021-04-28:22,보통,47,보통,19,좋음,0.003,보통,0.057,좋음,0.6,좋음,0.003
2021-04-28:21,보통,51,보통,20,좋음,0.009,보통,0.053,좋음,0.5,좋음,0.002
2021-04-28:20,보통,46,보통,16,좋음,0.027,보통,0.036,좋음,0.4,좋음,0.002
2021-04-28:19,보통,59,보통,18,보통,0.037,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-28:18,보통,68,보통,20,보통,0.039,보통,0.031,좋음,0.4,좋음,0.002
2021-04-28:17,보통,73,보통,20,보통,0.043,좋음,0.026,좋음,0.5,좋음,0.004
2021-04-28:16,보통,75,보통,22,보통,0.044,좋음,0.024,좋음,0.5,좋음,0.004
2021-04-28:15,나쁨,85,보통,30,보통,0.044,좋음,0.028,좋음,0.5,좋음,0.003
2021-04-28:14,보통,80,보통,28,보통,0.047,좋음,0.023,좋음,0.5,좋음,0.003
2021-04-28:13,나쁨,88,나쁨,37,보통,0.042,좋음,0.025,좋음,0.6,좋음,0.003
2021-04-28:12,나쁨,88,보통,35,보통,0.032,좋음,0.029,좋음,0.6,좋음,0.003
2021-04-28:11,나쁨,97,나쁨,43,좋음,0.025,보통,0.032,좋음,0.6,좋음,0.002
2021-04-28:10,나쁨,92,나쁨,42,좋음,0.026,좋음,0.029,좋음,0.5,좋음,0.003
2021-04-28:09,나쁨,91,나쁨,43,좋음,0.025,좋음,0.029,좋음,0.5,좋음,0.003
2021-04-28:08,보통,76,보통,34,좋음,0.026,좋음,0.025,좋음,0.5,좋음,0.002
2021-04-28:07,보통,71,보통,32,좋음,0.028,좋음,0.023,좋음,0.5,좋음,0.002
2021-04-28:06,보통,59,보통,23,보통,0.034,좋음,0.014,좋음,0.4,좋음,0.001
2021-04-28:05,보통,60,보통,24,보통,0.036,좋음,0.01,좋음,0.4,좋음,0.002
2021-04-28:04,보통,52,보통,23,보통,0.037,좋음,0.01,좋음,0.4,좋음,0.002
2021-04-28:03,보통,43,보통,20,보통,0.036,좋음,0.01,좋음,0.4,좋음,0.002
2021-04-28:02,보통,38,좋음,13,보통,0.035,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-28:01,,,보통,16,보통,0.032,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-27:24,좋음,29,좋음,11,보통,0.036,좋음,0.015,좋음,0.3,좋음,0.003
2021-04-27:23,좋음,27,좋음,10,보통,0.037,좋음,0.017,좋음,0.3,좋음,0.003
2021-04-27:22,좋음,27,좋음,12,보통,0.038,좋음,0.017,좋음,0.3,좋음,0.002
2021-04-27:21,좋음,28,좋음,15,보통,0.034,좋음,0.024,좋음,0.3,좋음,0.003
2021-04-27:20,좋음,26,좋음,13,보통,0.037,좋음,0.023,좋음,0.4,좋음,0.003
2021-04-27:19,좋음,29,보통,16,보통,0.04,좋음,0.023,좋음,0.4,좋음,0.004
2021-04-27:18,보통,34,보통,17,보통,0.044,좋음,0.025,좋음,0.3,좋음,0.004
2021-04-27:17,보통,41,보통,22,보통,0.047,좋음,0.027,좋음,0.5,좋음,0.004
2021-04-27:16,보통,37,보통,19,보통,0.052,좋음,0.02,좋음,0.4,좋음,0.004
2021-04-27:15,보통,41,보통,20,보통,0.052,좋음,0.024,좋음,0.4,좋음,0.003
2021-04-27:14,보통,33,좋음,15,보통,0.044,좋음,0.025,좋음,0.5,좋음,0.005
2021-04-27:13,보통,36,보통,17,보통,0.037,좋음,0.029,좋음,0.5,좋음,0.005
2021-04-27:12,좋음,29,좋음,13,보통,0.037,좋음,0.029,좋음,0.4,좋음,0.005
2021-04-27:11,보통,31,좋음,15,보통,0.034,좋음,0.029,좋음,0.4,좋음,0.006
2021-04-27:10,좋음,25,좋음,9,보통,0.032,좋음,0.029,좋음,0.4,좋음,0.005
2021-04-27:09,보통,35,좋음,10,보통,0.034,좋음,0.025,좋음,0.4,좋음,0.004
2021-04-27:08,좋음,30,좋음,11,보통,0.034,좋음,0.026,좋음,0.4,좋음,0.003
2021-04-27:07,좋음,27,좋음,14,좋음,0.03,좋음,0.029,좋음,0.4,좋음,0.003
2021-04-27:06,좋음,30,좋음,15,보통,0.037,좋음,0.02,좋음,0.3,좋음,0.003
2021-04-27:05,보통,35,보통,19,보통,0.033,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-27:04,보통,34,보통,18,좋음,0.025,좋음,0.025,좋음,0.4,좋음,0.002
2021-04-27:03,보통,37,보통,16,보통,0.032,좋음,0.019,좋음,0.4,좋음,0.002
2021-04-27:02,보통,37,보통,18,보통,0.037,좋음,0.016,좋음,0.4,좋음,0.003
2021-04-27:01,보통,42,보통,20,보통,0.041,좋음,0.014,좋음,0.4,좋음,0.002
2021-04-26:24,보통,42,보통,19,보통,0.041,좋음,0.013,좋음,0.4,좋음,0.002
2021-04-26:23,보통,45,보통,20,보통,0.032,좋음,0.022,좋음,0.4,좋음,0.002
2021-04-26:22,보통,34,보통,16,보통,0.041,좋음,0.018,좋음,0.4,좋음,0.002
2021-04-26:21,보통,36,보통,17,보통,0.047,좋음,0.016,좋음,0.3,좋음,0.003
2021-04-26:20,보통,33,좋음,15,보통,0.048,좋음,0.017,좋음,0.3,좋음,0.002
2021-04-26:19,보통,34,보통,17,보통,0.052,좋음,0.015,좋음,0.3,좋음,0.003
2021-04-26:18,보통,35,보통,16,보통,0.056,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-26:17,보통,40,보통,20,보통,0.059,좋음,0.015,좋음,0.3,좋음,0.003
2021-04-26:16,보통,39,보통,21,보통,0.062,좋음,0.016,좋음,0.3,좋음,0.002
2021-04-26:15,보통,45,보통,23,보통,0.064,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-26:14,보통,39,보통,20,보통,0.058,좋음,0.013,좋음,0.3,좋음,0.003
2021-04-26:13,보통,43,보통,21,보통,0.054,좋음,0.013,좋음,0.3,좋음,0.002
2021-04-26:12,보통,40,보통,18,보통,0.046,좋음,0.017,좋음,0.4,좋음,0.003
2021-04-26:11,보통,32,좋음,14,보통,0.037,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-26:10,좋음,20,좋음,6,보통,0.031,좋음,0.026,좋음,0.4,좋음,0.003
2021-04-26:09,좋음,20,좋음,5,좋음,0.024,보통,0.032,좋음,0.4,좋음,0.002
2021-04-26:08,좋음,16,좋음,6,좋음,0.026,좋음,0.027,좋음,0.3,좋음,0.002
2021-04-26:07,좋음,21,좋음,8,좋음,0.024,좋음,0.028,좋음,0.3,좋음,0.002
2021-04-26:06,좋음,18,좋음,8,좋음,0.03,좋음,0.019,좋음,0.3,좋음,0.002
2021-04-26:05,좋음,21,좋음,10,보통,0.036,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-26:04,좋음,21,좋음,9,보통,0.038,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-26:03,좋음,27,좋음,11,보통,0.034,좋음,0.013,좋음,0.3,좋음,0.002
2021-04-26:02,좋음,22,좋음,11,좋음,0.027,좋음,0.021,좋음,0.4,좋음,0.002
2021-04-26:01,좋음,25,좋음,13,보통,0.031,좋음,0.018,좋음,0.3,좋음,0.002
2021-04-25:24,좋음,26,좋음,12,좋음,0.019,보통,0.034,좋음,0.4,좋음,0.003
2021-04-25:23,좋음,27,좋음,12,좋음,0.029,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-25:22,좋음,26,좋음,12,보통,0.032,좋음,0.021,좋음,0.4,좋음,0.002
2021-04-25:21,좋음,28,좋음,13,보통,0.04,좋음,0.014,좋음,0.3,좋음,0.003
2021-04-25:20,좋음,25,좋음,12,보통,0.044,좋음,0.01,좋음,0.3,좋음,0.003
2021-04-25:19,좋음,25,좋음,14,보통,0.051,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-25:18,좋음,23,좋음,13,보통,0.053,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-25:17,좋음,20,좋음,8,보통,0.051,좋음,0.011,좋음,0.3,좋음,0.003
2021-04-25:16,좋음,19,좋음,7,보통,0.051,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-25:15,좋음,23,좋음,10,보통,0.05,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-25:14,좋음,24,좋음,10,보통,0.049,좋음,0.007,좋음,0.3,좋음,0.002
2021-04-25:13,좋음,27,좋음,8,보통,0.046,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-25:12,좋음,23,좋음,9,보통,0.043,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-25:11,좋음,27,좋음,12,보통,0.044,좋음,0.007,좋음,0.3,좋음,0.002
2021-04-25:10,좋음,26,좋음,11,보통,0.04,좋음,0.01,좋음,0.3,좋음,0.003
2021-04-25:09,보통,32,좋음,14,보통,0.039,좋음,0.011,좋음,0.3,좋음,0.003
2021-04-25:08,좋음,30,좋음,13,보통,0.035,좋음,0.013,좋음,0.3,좋음,0.003
2021-04-25:07,보통,31,보통,17,좋음,0.028,좋음,0.017,좋음,0.3,좋음,0.003
2021-04-25:06,보통,31,보통,17,좋음,0.022,좋음,0.021,좋음,0.4,좋음,0.003
2021-04-25:05,보통,34,보통,20,좋음,0.022,좋음,0.021,좋음,0.4,좋음,0.003
2021-04-25:04,좋음,30,보통,17,좋음,0.026,좋음,0.019,좋음,0.4,좋음,0.002
2021-04-25:03,보통,34,보통,20,좋음,0.023,좋음,0.024,좋음,0.4,좋음,0.003
2021-04-25:02,보통,32,보통,17,좋음,0.021,보통,0.031,좋음,0.4,좋음,0.002
2021-04-25:01,보통,34,보통,16,좋음,0.028,좋음,0.027,좋음,0.4,좋음,0.003
2021-04-24:24,좋음,27,좋음,15,보통,0.035,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-24:23,좋음,30,좋음,15,보통,0.042,좋음,0.017,좋음,0.3,좋음,0.003
2021-04-24:22,보통,34,좋음,15,보통,0.036,좋음,0.024,좋음,0.4,좋음,0.003
2021-04-24:21,보통,32,좋음,13,보통,0.032,좋음,0.029,좋음,0.4,좋음,0.003
2021-04-24:20,보통,31,좋음,14,보통,0.042,좋음,0.018,좋음,0.3,좋음,0.002
2021-04-24:19,좋음,29,좋음,12,보통,0.048,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-24:18,좋음,25,좋음,10,보통,0.05,좋음,0.008,좋음,0.3,좋음,0.003
2021-04-24:17,좋음,28,좋음,13,보통,0.05,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-24:16,좋음,24,좋음,10,보통,0.047,좋음,0.012,좋음,0.3,좋음,0.002
2021-04-24:15,좋음,28,좋음,12,보통,0.046,좋음,0.011,좋음,0.3,좋음,0.003
2021-04-24:14,좋음,27,좋음,12,보통,0.049,좋음,0.009,좋음,0.3,좋음,0.002
2021-04-24:13,좋음,18,좋음,11,보통,0.051,좋음,0.011,좋음,0.3,좋음,0.002
2021-04-24:12,좋음,17,좋음,9,보통,0.044,좋음,0.017,좋음,0.3,좋음,0.002
2021-04-24:11,좋음,20,좋음,9,보통,0.041,좋음,0.019,좋음,0.3,좋음,0.001
2021-04-24:10,좋음,21,좋음,9,보통,0.036,좋음,0.022,좋음,0.3,좋음,0.002
2021-04-24:09,좋음,26,좋음,10,보통,0.039,좋음,0.018,좋음,0.3,좋음,0.002
2021-04-24:08,좋음,22,좋음,10,보통,0.034,좋음,0.022,좋음,0.3,좋음,0.002
2021-04-24:07,좋음,24,좋음,10,보통,0.037,좋음,0.016,좋음,0.3,좋음,0.002
2021-04-24:06,좋음,19,좋음,10,보통,0.038,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-24:05,좋음,20,좋음,10,보통,0.043,좋음,0.008,좋음,0.3,좋음,0.002
2021-04-24:04,좋음,21,좋음,10,보통,0.04,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-24:03,좋음,20,좋음,13,보통,0.033,좋음,0.015,좋음,0.3,좋음,0.002
2021-04-24:02,좋음,20,좋음,10,보통,0.039,좋음,0.01,좋음,0.3,좋음,0.002
2021-04-24:01,좋음,21,좋음,11,보통,0.035,좋음,0.015,좋음,0.3,좋음,0.003
2021-04-23:24,좋음,22,좋음,11,보통,0.031,좋음,0.022,좋음,0.3,좋음,0.002
2021-04-23:23,좋음,25,좋음,13,보통,0.031,좋음,0.021,좋음,0.3,좋음,0.003
2021-04-23:22,좋음,26,좋음,14,보통,0.034,좋음,0.02,좋음,0.3,좋음,0.002
2021-04-23:21,좋음,29,보통,18,보통,0.031,좋음,0.026,좋음,0.4,좋음,0.002
2021-04-23:20,좋음,30,보통,16,좋음,0.025,보통,0.032,좋음,0.4,좋음,0.003
2021-04-23:19,좋음,30,좋음,15,보통,0.036,좋음,0.022,좋음,0.4,좋음,0.003
2021-04-23:18,좋음,30,좋음,14,보통,0.036,좋음,0.024,좋음,0.4,좋음,0.002
2021-04-23:17,보통,34,좋음,13,보통,0.035,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-23:16,보통,34,좋음,13,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-23:15,보통,38,좋음,14,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
2021-04-23:14,보통,36,좋음,14,보통,0.036,좋음,0.027,좋음,0.4,좋음,0.003
2021-04-23:13,보통,45,보통,19,보통,0.037,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-23:12,보통,49,보통,20,보통,0.038,좋음,0.025,좋음,0.4,좋음,0.003
2021-04-23:11,보통,56,보통,25,보통,0.036,좋음,0.028,좋음,0.5,좋음,0.003
2021-04-23:10,보통,51,보통,27,보통,0.033,보통,0.031,좋음,0.5,좋음,0.002
2021-04-23:09,보통,58,보통,28,보통,0.039,좋음,0.024,좋음,0.5,좋음,0.003
2021-04-23:08,보통,58,보통,28,보통,0.038,좋음,0.028,좋음,0.5,좋음,0.003
