(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
2021-03-31:15,보통,38,보통,21,보통,0.039,좋음,0.029,좋음,0.4,좋음,0.003
2021-03-31:14,보통,43,보통,21,보통,0.041,좋음,0.027,좋음,0.4,좋음,0.004
2021-03-31:13,보통,50,보통,22,보통,0.041,좋음,0.026,좋음,0.4,좋음,0.003
2021-03-31:12,보통,58,보통,26,좋음,0.028,보통,0.04,좋음,0.6,좋음,0.003
2021-03-31:11,보통,63,보통,24,좋음,0.02,보통,0.046,좋음,0.6,좋음,0.004
2021-03-31:10,보통,77,,,좋음,0.02,보통,0.04,좋음,0.6,좋음,0.003
2021-03-31:09,보통,76,,,좋음,0.01,보통,0.054,좋음,0.8,좋음,0.004
2021-03-31:08,보통,50,보통,22,좋음,0.005,보통,0.054,좋음,0.7,좋음,0.003
2021-03-31:07,보통,48,보통,21,좋음,0.003,보통,0.052,좋음,0.6,좋음,0.003
2021-03-31:06,보통,39,보통,18,좋음,0.003,보통,0.049,좋음,0.6,좋음,0.003
2021-03-31:05,보통,46,보통,19,좋음,0.008,보통,0.042,좋음,0.5,좋음,0.003
2021-03-31:04,보통,41,보통,17,좋음,0.006,보통,0.046,좋음,0.6,좋음,0.003
2021-03-31:03,보통,48,보통,20,좋음,0.003,보통,0.054,좋음,0.6,좋음,0.002
2021-03-31:02,보통,42,보통,17,좋음,0.003,보통,0.06,좋음,0.7,좋음,0.003
2021-03-31:01,보통,52,보통,21,좋음,0.007,보통,0.053,좋음,0.6,좋음,0.003
2021-03-30:24,보통,51,보통,19,좋음,0.003,나쁨,0.068,좋음,0.7,좋음,0.004
2021-03-30:23,보통,51,보통,21,좋음,0.008,나쁨,0.061,좋음,0.5,좋음,0.003
2021-03-30:22,보통,45,보통,16,좋음,0.016,보통,0.051,좋음,0.5,좋음,0.003
2021-03-30:21,보통,47,보통,18,보통,0.033,좋음,0.03,좋음,0.4,좋음,0.003
2021-03-30:20,보통,48,보통,18,보통,0.039,좋음,0.026,좋음,0.4,좋음,0.003
2021-03-30:19,보통,54,보통,22,보통,0.041,좋음,0.024,좋음,0.4,좋음,0.003
2021-03-30:18,보통,42,좋음,15,보통,0.048,좋음,0.016,좋음,0.3,좋음,0.003
2021-03-30:17,보통,50,보통,17,보통,0.053,좋음,0.013,좋음,0.3,좋음,0.003
2021-03-30:16,보통,51,좋음,15,보통,0.053,좋음,0.013,좋음,0.3,좋음,0.003
2021-03-30:15,보통,53,보통,16,보통,0.055,좋음,0.01,좋음,0.3,좋음,0.003
2021-03-30:14,보통,60,보통,17,보통,0.051,좋음,0.013,좋음,0.4,좋음,0.003
2021-03-30:13,보통,72,보통,18,보통,0.043,좋음,0.017,좋음,0.3,좋음,0.003
2021-03-30:12,나쁨,83,보통,23,보통,0.035,좋음,0.023,좋음,0.4,좋음,0.003
2021-03-30:11,나쁨,130,보통,28,좋음,0.023,보통,0.036,좋음,0.5,좋음,0.004
2021-03-30:10,나쁨,147,보통,28,좋음,0.015,보통,0.045,좋음,0.6,좋음,0.003
2021-03-30:09,매우나쁨,162,보통,34,좋음,0.009,보통,0.049,좋음,0.9,좋음,0.003
2021-03-30:08,매우나쁨,157,보통,32,좋음,0.004,보통,0.047,좋음,0.7,좋음,0.003
2021-03-30:07,매우나쁨,232,나쁨,43,좋음,0.005,보통,0.043,좋음,0.5,좋음,0.003
2021-03-30:06,매우나쁨,280,나쁨,50,좋음,0.003,보통,0.04,좋음,0.6,좋음,0.003
2021-03-30:05,매우나쁨,391,나쁨,64,좋음,0.005,보통,0.038,좋음,0.6,좋음,0.003
2021-03-30:04,매우나쁨,428,나쁨,68,좋음,0.008,보통,0.038,좋음,0.6,좋음,0.003
2021-03-30:03,매우나쁨,437,나쁨,71,좋음,0.012,보통,0.033,좋음,0.5,좋음,0.002
2021-03-30:02,매우나쁨,452,나쁨,70,좋음,0.015,좋음,0.03,좋음,0.5,좋음,0.002
2021-03-30:01,매우나쁨,421,나쁨,69,좋음,0.019,좋음,0.028,좋음,0.5,좋음,0.003
2021-03-29:24,매우나쁨,382,나쁨,64,좋음,0.019,보통,0.032,좋음,0.5,좋음,0.002
2021-03-29:23,매우나쁨,382,나쁨,62,좋음,0.014,보통,0.042,좋음,0.6,좋음,0.003
2021-03-29:22,매우나쁨,313,나쁨,53,좋음,0.017,보통,0.041,좋음,0.5,좋음,0.003
2021-03-29:21,매우나쁨,220,나쁨,38,좋음,0.025,보통,0.033,좋음,0.5,좋음,0.003
2021-03-29:20,매우나쁨,182,보통,31,좋음,0.025,보통,0.034,좋음,0.5,좋음,0.003
2021-03-29:19,매우나쁨,176,보통,27,좋음,0.03,좋음,0.029,좋음,0.4,좋음,0.003
2021-03-29:18,매우나쁨,183,보통,27,보통,0.034,좋음,0.024,좋음,0.4,좋음,0.003
2021-03-29:17,매우나쁨,191,보통,28,보통,0.035,좋음,0.022,좋음,0.4,좋음,0.003
2021-03-29:16,매우나쁨,187,보통,25,보통,0.04,좋음,0.014,좋음,0.3,좋음,0.003
2021-03-29:15,매우나쁨,195,보통,22,보통,0.041,좋음,0.012,좋음,0.3,좋음,0.003
2021-03-29:14,매우나쁨,243,보통,31,보통,0.041,좋음,0.011,좋음,0.4,좋음,0.003
2021-03-29:13,매우나쁨,243,보통,32,보통,0.039,좋음,0.014,좋음,0.4,좋음,0.003
2021-03-29:12,매우나쁨,271,보통,31,보통,0.037,좋음,0.012,좋음,0.4,좋음,0.003
2021-03-29:11,매우나쁨,481,나쁨,56,보통,0.035,좋음,0.011,좋음,0.4,좋음,0.003
2021-03-29:10,매우나쁨,598,매우나쁨,88,좋음,0.023,좋음,0.02,좋음,0.6,좋음,0.002
2021-03-29:09,매우나쁨,522,매우나쁨,95,좋음,0.017,좋음,0.025,좋음,0.7,좋음,0.002
2021-03-29:08,매우나쁨,464,매우나쁨,96,좋음,0.017,좋음,0.026,좋음,0.7,좋음,0.002
2021-03-29:07,매우나쁨,545,매우나쁨,120,좋음,0.014,좋음,0.027,좋음,0.8,좋음,0.002
2021-03-29:06,매우나쁨,525,매우나쁨,114,좋음,0.014,좋음,0.024,좋음,0.8,좋음,0.002
2021-03-29:05,매우나쁨,488,매우나쁨,114,좋음,0.018,좋음,0.022,좋음,0.8,좋음,0.002
2021-03-29:04,매우나쁨,421,매우나쁨,106,좋음,0.024,좋음,0.016,좋음,0.8,좋음,0.002
2021-03-29:03,매우나쁨,295,매우나쁨,77,좋음,0.028,좋음,0.014,좋음,0.8,좋음,0.002
2021-03-29:02,나쁨,81,보통,29,보통,0.041,좋음,0.012,좋음,0.6,좋음,0.002
2021-03-29:01,좋음,30,보통,17,보통,0.044,좋음,0.013,좋음,0.5,좋음,0.003
2021-03-28:24,보통,42,보통,31,보통,0.04,좋음,0.018,좋음,0.6,좋음,0.002
2021-03-28:23,보통,57,나쁨,37,보통,0.038,좋음,0.019,좋음,0.6,좋음,0.003
2021-03-28:22,보통,40,보통,26,보통,0.034,좋음,0.021,좋음,0.6,좋음,0.002
2021-03-28:21,좋음,30,보통,21,보통,0.033,좋음,0.02,좋음,0.5,좋음,0.002
2021-03-28:20,좋음,24,보통,17,보통,0.035,좋음,0.02,좋음,0.4,좋음,0.003
2021-03-28:19,좋음,22,좋음,15,보통,0.043,좋음,0.016,좋음,0.4,좋음,0.002
2021-03-28:18,좋음,20,좋음,14,보통,0.043,좋음,0.014,좋음,0.4,좋음,0.002
2021-03-28:17,좋음,27,보통,21,보통,0.041,좋음,0.016,좋음,0.4,좋음,0.002
2021-03-28:16,좋음,26,보통,20,보통,0.035,좋음,0.017,좋음,0.4,좋음,0.002
2021-03-28:15,좋음,27,보통,20,보통,0.037,좋음,0.014,좋음,0.4,좋음,0.002
2021-03-28:14,좋음,26,보통,18,좋음,0.03,좋음,0.02,좋음,0.4,좋음,0.002
2021-03-28:13,좋음,26,보통,17,좋음,0.029,좋음,0.02,좋음,0.5,좋음,0.002
2021-03-28:12,좋음,17,좋음,12,좋음,0.026,좋음,0.023,좋음,0.5,좋음,0.002
2021-03-28:11,좋음,17,좋음,12,좋음,0.029,좋음,0.019,좋음,0.5,좋음,0.002
2021-03-28:10,좋음,9,좋음,8,보통,0.032,좋음,0.015,좋음,0.5,좋음,0.002
2021-03-28:09,좋음,12,좋음,8,보통,0.033,좋음,0.013,좋음,0.5,좋음,0.002
2021-03-28:08,좋음,14,좋음,11,보통,0.032,좋음,0.013,좋음,0.4,좋음,0.003
2021-03-28:07,좋음,24,좋음,14,보통,0.031,좋음,0.011,좋음,0.4,좋음,0.003
2021-03-28:06,좋음,12,좋음,7,좋음,0.029,좋음,0.011,좋음,0.3,좋음,0.002
2021-03-28:05,좋음,11,좋음,10,좋음,0.027,좋음,0.009,좋음,0.3,좋음,0.002
2021-03-28:04,좋음,6,좋음,4,좋음,0.02,좋음,0.008,좋음,0.3,좋음,0.003
2021-03-28:03,좋음,9,좋음,6,좋음,0.022,좋음,0.01,좋음,0.3,좋음,0.003
2021-03-28:02,좋음,14,좋음,8,좋음,0.015,좋음,0.024,좋음,0.4,좋음,0.003
2021-03-28:01,좋음,21,좋음,12,좋음,0.014,좋음,0.029,좋음,0.6,좋음,0.002
2021-03-27:24,좋음,20,좋음,12,좋음,0.014,보통,0.032,좋음,0.5,좋음,0.002
2021-03-27:23,좋음,25,보통,17,좋음,0.014,보통,0.036,좋음,0.5,좋음,0.003
2021-03-27:22,좋음,25,보통,17,좋음,0.017,보통,0.034,좋음,0.5,좋음,0.003
2021-03-27:21,보통,35,보통,24,좋음,0.015,보통,0.039,좋음,0.6,좋음,0.003
2021-03-27:20,보통,37,보통,22,좋음,0.017,보통,0.039,좋음,0.5,좋음,0.002
2021-03-27:19,보통,41,보통,23,좋음,0.023,보통,0.036,좋음,0.5,좋음,0.003
2021-03-27:18,보통,42,보통,23,좋음,0.023,보통,0.04,좋음,0.5,좋음,0.003
2021-03-27:17,보통,52,보통,27,좋음,0.019,보통,0.047,좋음,0.5,좋음,0.003
2021-03-27:16,보통,59,보통,30,좋음,0.02,보통,0.048,좋음,0.6,좋음,0.003
2021-03-27:15,보통,60,보통,29,좋음,0.024,보통,0.045,좋음,0.5,좋음,0.003
2021-03-27:14,보통,60,보통,31,좋음,0.026,보통,0.044,좋음,0.5,좋음,0.002
2021-03-27:13,보통,80,나쁨,44,좋음,0.021,보통,0.052,좋음,0.6,좋음,0.003
2021-03-27:12,나쁨,84,나쁨,44,좋음,0.013,나쁨,0.062,좋음,0.7,좋음,0.005
2021-03-27:11,나쁨,86,나쁨,46,좋음,0.009,나쁨,0.066,좋음,0.7,좋음,0.005
2021-03-27:10,나쁨,90,나쁨,50,좋음,0.009,나쁨,0.065,좋음,0.6,좋음,0.005
2021-03-27:09,나쁨,100,나쁨,53,좋음,0.008,나쁨,0.068,좋음,0.8,좋음,0.004
2021-03-27:08,나쁨,92,나쁨,50,좋음,0.003,나쁨,0.075,좋음,0.9,좋음,0.005
2021-03-27:07,나쁨,89,나쁨,52,좋음,0.002,나쁨,0.075,좋음,0.9,좋음,0.004
2021-03-27:06,나쁨,81,나쁨,47,좋음,0.003,나쁨,0.076,좋음,0.9,좋음,0.004
2021-03-27:05,나쁨,91,나쁨,55,좋음,0.011,나쁨,0.065,좋음,0.7,좋음,0.004
2021-03-27:04,나쁨,107,나쁨,70,좋음,0.003,나쁨,0.084,좋음,1,좋음,0.004
2021-03-27:03,나쁨,125,매우나쁨,78,좋음,0.003,나쁨,0.09,좋음,1.1,좋음,0.005
2021-03-27:02,나쁨,110,나쁨,69,좋음,0.003,나쁨,0.088,좋음,1,좋음,0.004
2021-03-27:01,나쁨,120,나쁨,72,좋음,0.003,나쁨,0.088,좋음,1.2,좋음,0.004
2021-03-26:24,나쁨,110,나쁨,67,좋음,0.003,나쁨,0.098,좋음,1.4,좋음,0.004
2021-03-26:23,나쁨,122,매우나쁨,77,좋음,0.003,나쁨,0.095,좋음,1.2,좋음,0.004
2021-03-26:22,나쁨,110,나쁨,66,좋음,0.002,나쁨,0.094,좋음,1.1,좋음,0.004
2021-03-26:21,나쁨,138,매우나쁨,85,좋음,0.003,나쁨,0.098,좋음,0.9,좋음,0.004
2021-03-26:20,나쁨,124,나쁨,74,좋음,0.009,나쁨,0.093,좋음,0.7,좋음,0.004
2021-03-26:19,나쁨,89,나쁨,49,좋음,0.024,나쁨,0.069,좋음,0.6,좋음,0.004
2021-03-26:18,나쁨,91,나쁨,52,보통,0.034,보통,0.054,좋음,0.6,좋음,0.004
2021-03-26:17,나쁨,104,나쁨,61,보통,0.033,보통,0.056,좋음,0.6,좋음,0.004
2021-03-26:16,나쁨,97,나쁨,58,보통,0.033,보통,0.053,좋음,0.6,좋음,0.003
2021-03-26:15,나쁨,122,매우나쁨,78,보통,0.032,보통,0.053,좋음,0.6,좋음,0.004
2021-03-26:14,나쁨,119,나쁨,75,좋음,0.027,보통,0.06,좋음,0.8,좋음,0.004
2021-03-26:13,나쁨,134,매우나쁨,92,좋음,0.029,보통,0.057,좋음,0.8,좋음,0.005
2021-03-26:12,매우나쁨,151,매우나쁨,101,좋음,0.022,나쁨,0.073,좋음,1.1,좋음,0.005
2021-03-26:11,매우나쁨,160,매우나쁨,113,좋음,0.016,나쁨,0.073,좋음,1.1,좋음,0.005
2021-03-26:10,나쁨,150,매우나쁨,111,좋음,0.009,나쁨,0.068,좋음,1.1,좋음,0.004
2021-03-26:09,매우나쁨,152,매우나쁨,110,좋음,0.008,보통,0.056,좋음,1.1,좋음,0.003
2021-03-26:08,나쁨,143,매우나쁨,103,좋음,0.006,보통,0.05,좋음,0.7,좋음,0.003
2021-03-26:07,나쁨,144,매우나쁨,103,좋음,0.007,보통,0.048,좋음,0.7,좋음,0.003
2021-03-26:06,나쁨,131,매우나쁨,96,좋음,0.018,보통,0.041,좋음,0.6,좋음,0.003
2021-03-26:05,나쁨,131,매우나쁨,95,좋음,0.016,보통,0.035,좋음,0.6,좋음,0.003
2021-03-26:04,나쁨,117,매우나쁨,87,좋음,0.016,보통,0.036,좋음,0.6,좋음,0.003
2021-03-26:03,나쁨,115,매우나쁨,83,좋음,0.018,보통,0.037,좋음,0.6,좋음,0.003
2021-03-26:02,나쁨,106,매우나쁨,79,좋음,0.019,보통,0.038,좋음,0.6,좋음,0.003
2021-03-26:01,나쁨,102,매우나쁨,77,좋음,0.016,보통,0.045,좋음,0.6,좋음,0.002
2021-03-25:24,나쁨,87,나쁨,65,좋음,0.011,보통,0.055,좋음,0.6,좋음,0.003
2021-03-25:23,나쁨,81,나쁨,64,좋음,0.009,나쁨,0.061,좋음,0.6,좋음,0.003
2021-03-25:22,나쁨,83,나쁨,55,좋음,0.011,나쁨,0.065,좋음,0.6,좋음,0.003
2021-03-25:21,나쁨,88,나쁨,47,좋음,0.02,나쁨,0.063,좋음,0.6,좋음,0.004
2021-03-25:20,나쁨,87,나쁨,48,보통,0.034,보통,0.054,좋음,0.6,좋음,0.004
2021-03-25:19,나쁨,110,나쁨,53,보통,0.049,보통,0.045,좋음,0.5,좋음,0.004
2021-03-25:18,나쁨,113,나쁨,53,보통,0.074,보통,0.033,좋음,0.5,좋음,0.005
2021-03-25:17,나쁨,122,나쁨,58,보통,0.085,보통,0.031,좋음,0.5,좋음,0.006
2021-03-25:16,나쁨,110,나쁨,52,보통,0.075,좋음,0.026,좋음,0.5,좋음,0.005
2021-03-25:15,나쁨,108,나쁨,58,보통,0.069,좋음,0.03,좋음,0.5,좋음,0.004
2021-03-25:14,나쁨,97,나쁨,53,보통,0.054,보통,0.039,좋음,0.5,좋음,0.004
2021-03-25:13,나쁨,89,나쁨,50,보통,0.049,보통,0.038,좋음,0.5,좋음,0.004
2021-03-25:12,보통,73,나쁨,40,보통,0.042,보통,0.042,좋음,0.5,좋음,0.003
2021-03-25:11,보통,66,보통,33,보통,0.036,보통,0.037,좋음,0.5,좋음,0.003
2021-03-25:10,보통,56,보통,30,좋음,0.025,보통,0.041,좋음,0.5,좋음,0.003
2021-03-25:09,보통,57,보통,32,좋음,0.008,보통,0.052,좋음,0.7,좋음,0.003
2021-03-25:08,보통,47,보통,25,좋음,0.004,보통,0.054,좋음,0.6,좋음,0.003
2021-03-25:07,보통,48,보통,26,좋음,0.008,보통,0.048,좋음,0.5,좋음,0.003
2021-03-25:06,보통,40,보통,18,보통,0.032,좋음,0.02,좋음,0.3,좋음,0.003
2021-03-25:05,보통,39,보통,18,좋음,0.026,좋음,0.025,좋음,0.4,좋음,0.003
2021-03-25:04,보통,34,좋음,15,좋음,0.017,보통,0.033,좋음,0.4,좋음,0.002
2021-03-25:03,보통,35,좋음,13,좋음,0.029,좋음,0.025,좋음,0.4,좋음,0.003
2021-03-25:02,보통,35,좋음,13,보통,0.031,좋음,0.025,좋음,0.3,좋음,0.003
2021-03-25:01,보통,42,좋음,13,좋음,0.022,보통,0.037,좋음,0.4,좋음,0.003
